Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-05-11;2025-06-11;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;6;0;Promocyjna;Nie;2025-05-11;2025-10-11;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;955,1999999999999
550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-11;2026-03-11;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2189,0
551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-05-11;2025-08-12;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-12;2025-05-12;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;8;0;Standardowa;Nie;2025-05-15;2025-12-15;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1592,0
554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-15;2026-03-15;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2189,0
555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;5;1;Standardowa;Nie;2025-05-19;2026-01-23;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-19;2025-05-19;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-19;2025-05-19;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;9;1;Standardowa;Nie;2025-05-20;2026-03-28;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1990,0
559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-21;2025-05-21;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-21;2025-05-21;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-05-22;2025-06-22;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-22;2026-03-22;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2189,0
563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-24;2025-05-24;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-25;2025-05-25;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-26;2025-05-26;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-05-26;2025-06-26;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;338,0
567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-27;2025-05-27;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;879,2
568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-05-29;2025-06-29;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;338,0
569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-29;2025-05-29;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-30;2026-03-30;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1728,87
571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;10;1;Standardowa;Nie;2025-05-30;2026-03-30;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1859,0
572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-30;2026-03-30;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1728,87
573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-30;2025-05-30;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-31;2025-05-31;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1022,07
575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-31;2025-05-31;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1022,07
576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-05-31;2025-05-31;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;160,55
577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-31;2025-05-31;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-01;2025-06-01;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-06-01;2025-08-01;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;507,0
580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;8;0;Standardowa;Nie;2025-06-01;2026-01-01;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1352,0
581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Promocyjna;Nie;2025-06-02;2025-06-02;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;879,2
582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-06-02;2025-09-02;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;676,0
583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Promocyjna;Nie;2025-06-03;2025-06-03;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1044,05
584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1;Promocyjna;Nie;2025-06-04;2026-01-29;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;209,0
585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-04;2026-03-04;06.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1690,0
586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;5;0;Standardowa;Nie;2025-06-04;2025-10-04;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;845,0
587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-04;2025-06-04;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-04;2025-06-04;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-06;2025-06-06;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Promocyjna;Nie;2025-06-07;2025-06-07;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;879,2
591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-07;2025-06-07;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;8;0;Standardowa;Nie;2025-06-07;2026-01-07;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1352,0
593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-07;2025-06-07;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-07;2025-06-07;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-07;2025-06-07;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-06-07;2025-07-07;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;338,0
597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;4;1;Standardowa;Nie;2025-06-07;2025-10-07;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;736,0
598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;8;0;Standardowa;Nie;2025-06-08;2026-01-16;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1352,0
602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-06-08;2025-07-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;338,0
603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;7;0;Standardowa;Nie;2025-06-08;2025-12-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1183,0
606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Promocyjna;Nie;2025-06-08;2026-03-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1605,5
609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;7;0;Standardowa;Nie;2025-06-08;2025-12-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1183,0
610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1099,0
612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-08;2025-06-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-08;2026-03-08;06.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1690,0
615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;8;1;Standardowa;Nie;2025-06-09;2025-11-16;06.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;2596,0
616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-09;2025-06-09;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-06-10;2025-08-10;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-06-11;2025-09-11;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-16;2025-06-16;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-06-17;2025-07-17;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-18;2025-06-18;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-20;2025-06-20;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-20;2025-06-20;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-06-21;2025-08-21;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-06-21;2025-07-25;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;8;0;Standardowa;Nie;2025-06-22;2026-01-22;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1592,0
627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-23;2025-06-23;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;5;0;Standardowa;Nie;2025-06-23;2025-10-23;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-06-23;2025-07-23;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-24;2025-06-24;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;0;Standardowa;Nie;2025-06-24;2025-06-24;06.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-26;2025-06-26;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;7;0;Standardowa;Nie;2025-06-26;2025-12-26;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-27;2025-06-27;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;4;1;Standardowa;Nie;2025-06-27;2025-10-16;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;896,0
636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;3;1;Standardowa;Nie;2025-06-27;2025-09-02;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-06-30;2025-06-30;06.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-01;2026-03-26;07.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1791,0
639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;6;0;Standardowa;Nie;2025-07-02;2025-12-02;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1194,0
640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-07-03;2025-08-03;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-03;2026-03-03;07.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1791,0
642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-07-04;2025-08-04;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;5;0;Standardowa;Nie;2025-07-07;2025-11-07;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-07-09;2025-09-09;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-07-12;2025-07-12;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;4;0;Standardowa;Nie;2025-07-13;2025-10-13;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-07-14;2025-09-14;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-07-14;2025-08-17;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-07-20;2025-09-26;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-07-21;2025-08-21;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-07-21;2025-07-21;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-07-22;2025-07-22;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;159,2
653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-23;2025-07-23;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-23;2025-08-23;07.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;1499,0
655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-23;2025-07-23;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1192,0
656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;3;1;Standardowa;Nie;2025-07-23;2025-12-22;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-24;2025-07-24;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;7;0;Standardowa;Nie;2025-07-24;2026-01-24;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
