Data transakcji;Klient;Kwota;Nr Transakcji;Wiek_Msc;LTV Narastajaco
2024-05-24 18:07:53.292;179;881,1;1;0;881,1
2024-05-24 18:34:35.908;180;88,11;1;0;88,11
2024-06-24 19:35:16.211;180;88,11;2;1;176,22
2024-07-24 19:36:05.328;180;88,11;3;2;264,33
2024-08-24 19:35:38.425;180;88,11;4;3;352,44
2024-09-24 19:35:20.251;180;88,11;5;4;440,55
2024-10-24 19:34:57.503;180;88,11;6;5;528,66
2024-11-24 18:35:37.570;180;88,11;7;6;616,77
2024-12-24 18:35:47.897;180;88,11;8;7;704,88
2025-01-24 18:36:11.237;180;88,11;9;8;792,99
2025-02-24 18:36:24.429;180;88,11;10;9;881,1
2025-03-24 18:35:02.466;180;88,11;11;10;969,21
2025-04-24 19:36:03.653;180;88,11;12;11;1057,32
2025-05-24 19:36:06.470;180;88,11;13;12;1145,43
2025-06-24 19:35:21.824;180;88,11;14;13;1233,54
2025-07-24 19:38:04.309;180;88,11;15;14;1321,65
2025-08-24 19:35:20.976;180;88,11;16;15;1409,76
2025-09-24 19:37:42.660;180;88,11;17;16;1497,87
2025-10-24 19:39:02.354;180;88,11;18;17;1585,98
2025-11-24 18:35:54.411;180;88,11;19;18;1674,09
2025-12-24 18:35:34.363;180;88,11;20;19;1762,2
2026-01-24 18:36:05.624;180;88,11;21;20;1850,31
2026-02-24 18:37:08.708;180;88,11;22;21;1938,42
2026-03-24 18:35:39.211;180;88,11;23;22;2026,53
2024-05-24 18:56:36.163;181;88,11;1;0;88,11
2024-09-24 19:57:53.660;181;88,11;2;4;176,22
2024-10-24 19:58:13.622;181;88,11;3;5;264,33
2024-11-24 18:58:12.467;181;88,11;4;6;352,44
2024-12-24 18:57:36.289;181;88,11;5;7;440,55
2025-01-24 18:57:57.275;181;88,11;6;8;528,66
2025-02-24 18:57:52.250;181;88,11;7;9;616,77
2025-03-24 18:58:03.633;181;88,11;8;10;704,88
2025-04-30 01:58:22.642;181;88,11;9;11;792,99
2025-05-24 19:57:57.646;181;88,11;10;12;881,1
2025-06-24 19:57:58.111;181;88,11;11;13;969,21
2025-07-24 19:57:49.305;181;88,11;12;14;1057,32
2025-08-24 19:57:49.355;181;88,11;13;15;1145,43
2025-09-24 20:01:53.015;181;88,11;14;16;1233,54
2025-10-24 19:58:01.515;181;88,11;15;17;1321,65
2025-11-24 18:58:27.314;181;88,11;16;18;1409,76
2025-12-24 18:59:52.265;181;88,11;17;19;1497,87
2026-01-24 18:57:26.471;181;88,11;18;20;1585,98
2026-02-24 18:59:10.017;181;88,11;19;21;1674,09
2026-03-24 18:58:08.852;181;88,11;20;22;1762,2
2024-05-26 19:30:13.404;182;99,0;1;0;99,0
2024-06-26 20:32:11.227;182;99,0;2;1;198,0
2024-07-26 20:31:31.302;182;99,0;3;2;297,0
2024-08-26 20:32:08.702;182;99,0;4;3;396,0
2024-05-26 20:11:09.010;183;990,0;1;0;990,0
2025-05-14 21:58:11.867;183;990,0;2;12;1980,0
2024-05-28 17:04:25.106;184;99,0;1;0;99,0
2024-07-29 18:12:31.857;184;99,0;2;2;198,0
2024-05-28 21:42:55.220;185;99,0;1;0;99,0
2024-05-29 09:27:46.180;186;91,08;1;0;91,08
2024-06-29 10:35:12.122;186;91,08;2;1;182,16
2024-07-29 10:32:46.814;186;91,08;3;2;273,24
2024-08-29 10:42:12.042;186;91,08;4;3;364,32
2024-09-29 10:28:21.390;186;91,08;5;4;455,4
2024-10-29 09:29:18.947;186;91,08;6;5;546,48
2024-11-29 09:29:19.745;186;91,08;7;6;637,56
2024-12-29 09:28:51.682;186;91,08;8;7;728,64
2025-01-29 09:29:02.090;186;91,08;9;8;819,72
2025-02-28 09:29:39.732;186;91,08;10;9;910,8
2025-03-29 09:29:04.260;186;91,08;11;10;1001,88
2025-04-29 10:29:11.775;186;91,08;12;11;1092,96
2025-05-29 10:29:13.199;186;91,08;13;12;1184,04
2025-06-29 10:32:50.842;186;91,08;14;13;1275,12
2025-07-29 10:29:00.923;186;91,08;15;14;1366,2
2025-08-29 10:29:07.459;186;91,08;16;15;1457,28
2025-09-29 10:30:32.215;186;91,08;17;16;1548,36
2025-10-29 09:28:54.512;186;91,08;18;17;1639,44
2025-11-29 09:28:57.390;186;91,08;19;18;1730,52
2025-12-29 09:32:19.799;186;91,08;20;19;1821,6
2026-01-29 09:30:46.110;186;91,08;21;20;1912,68
2026-02-28 09:31:38.616;186;91,08;22;21;2003,76
2024-05-29 13:51:12.767;187;99,0;1;0;99,0
2024-06-29 14:52:21.159;187;99,0;2;1;198,0
2024-07-29 14:52:22.257;187;99,0;3;2;297,0
2024-08-29 15:02:32.330;187;99,0;4;3;396,0
2024-09-29 14:52:31.217;187;99,0;5;4;495,0
2024-10-29 13:52:41.381;187;99,0;6;5;594,0
2024-11-29 13:52:44.228;187;99,0;7;6;693,0
2024-05-29 21:28:03.565;188;79,2;1;0;79,2
2024-06-29 22:28:36.749;188;79,2;2;1;158,4
2024-07-29 22:29:24.036;188;79,2;3;2;237,6
2024-05-30 10:46:23.989;189;99,0;1;0;99,0
2024-06-30 11:50:54.691;189;99,0;2;1;198,0
2024-07-30 11:50:03.818;189;99,0;3;2;297,0
2024-08-30 11:47:53.602;189;99,0;4;3;396,0
2024-09-30 11:47:20.525;189;99,0;5;4;495,0
2024-10-30 10:47:29.145;189;99,0;6;5;594,0
2024-11-30 10:47:24.428;189;99,0;7;6;693,0
2024-12-30 10:47:46.731;189;99,0;8;7;792,0
2025-01-30 10:47:14.405;189;99,0;9;8;891,0
2025-02-28 10:47:23.190;189;99,0;10;9;990,0
2025-03-30 11:47:39.823;189;99,0;11;10;1089,0
2025-04-30 11:47:28.737;189;99,0;12;11;1188,0
2025-05-30 11:48:09.344;189;99,0;13;12;1287,0
2025-06-30 11:47:12.194;189;99,0;14;13;1386,0
2025-07-30 11:47:33.266;189;99,0;15;14;1485,0
2025-08-30 11:47:54.905;189;99,0;16;15;1584,0
2025-09-30 11:47:08.604;189;99,0;17;16;1683,0
2025-10-30 10:48:19.910;189;99,0;18;17;1782,0
2025-11-30 10:47:03.103;189;99,0;19;18;1881,0
2025-12-30 10:47:31.790;189;99,0;20;19;1980,0
2026-01-30 10:51:23.279;189;99,0;21;20;2079,0
2026-02-28 10:50:51.999;189;99,0;22;21;2178,0
2026-03-30 11:47:59.178;189;99,0;23;22;2277,0
2024-05-30 11:46:21.703;190;990,0;1;0;990,0
2024-05-30 12:03:34.405;191;91,08;1;0;91,08
2024-06-30 13:04:39.636;191;91,08;2;1;182,16
2024-07-30 13:04:45.782;191;91,08;3;2;273,24
2024-08-30 13:04:06.198;191;91,08;4;3;364,32
2024-09-30 13:04:27.753;191;91,08;5;4;455,4
2024-10-30 12:05:18.672;191;91,08;6;5;546,48
2024-11-30 12:04:13.884;191;91,08;7;6;637,56
2024-12-30 12:04:47.628;191;91,08;8;7;728,64
2025-01-30 12:05:23.652;191;91,08;9;8;819,72
2025-02-28 13:56:38.342;191;91,08;10;9;910,8
2025-03-30 13:05:55.407;191;91,08;11;10;1001,88
2025-04-30 13:07:09.948;191;91,08;12;11;1092,96
2024-05-30 17:00:28.618;192;99,0;1;0;99,0
2024-06-30 18:01:59.451;192;99,0;2;1;198,0
2024-07-30 18:02:08.863;192;99,0;3;2;297,0
2024-08-30 18:03:13.352;192;99,0;4;3;396,0
2025-04-03 15:24:48.811;192;199,0;5;11;595,0
2025-05-03 16:25:52.815;192;199,0;6;12;794,0
2025-06-03 16:25:41.275;192;199,0;7;13;993,0
2024-05-30 17:58:45.423;193;99,0;1;0;99,0
2024-07-03 18:34:14.575;193;900,98;2;2;999,98
2024-07-13 19:59:48.921;193;99,0;3;2;1098,98
2025-07-10 14:36:48.521;193;990,0;4;14;2088,98
2024-05-30 18:20:29.340;194;891,0;1;0;891,0
2024-05-30 21:22:18.443;195;990,0;1;0;990,0
2024-05-30 22:29:10.228;196;99,0;1;0;99,0
2024-06-30 23:29:58.696;196;99,0;2;1;198,0
2024-07-30 23:30:43.713;196;99,0;3;2;297,0
2024-08-30 23:29:57.708;196;99,0;4;3;396,0
2024-09-30 23:29:59.763;196;99,0;5;4;495,0
2024-10-30 22:30:48.079;196;99,0;6;5;594,0
2024-11-30 22:30:32.531;196;99,0;7;6;693,0
2024-12-30 22:30:42.237;196;99,0;8;7;792,0
2025-01-30 22:30:17.797;196;99,0;9;8;891,0
2025-03-03 13:29:58.962;196;99,0;10;10;990,0
2025-03-30 23:30:07.057;196;99,0;11;10;1089,0
2025-04-30 23:30:23.827;196;99,0;12;11;1188,0
2025-05-30 23:30:11.482;196;99,0;13;12;1287,0
2025-06-30 23:30:49.600;196;99,0;14;13;1386,0
2025-07-30 23:30:16.899;196;99,0;15;14;1485,0
2025-08-30 23:30:40.366;196;99,0;16;15;1584,0
2025-09-30 23:33:57.662;196;99,0;17;16;1683,0
2025-10-30 22:31:53.572;196;99,0;18;17;1782,0
2025-11-30 22:33:14.195;196;99,0;19;18;1881,0
2025-12-30 22:33:59.835;196;99,0;20;19;1980,0
2026-01-30 22:35:22.706;196;99,0;21;20;2079,0
2026-02-28 22:33:18.050;196;99,0;22;21;2178,0
2026-03-30 23:30:27.064;196;99,0;23;22;2277,0
2024-05-31 06:42:49.783;197;396,0;1;0;396,0
2024-05-31 11:10:53.978;198;91,08;1;0;91,08
2024-06-30 12:14:18.679;198;91,08;2;1;182,16
2024-07-31 12:13:31.397;198;91,08;3;2;273,24
2024-08-31 12:13:33.074;198;91,08;4;3;364,32
2024-09-30 12:14:04.981;198;91,08;5;4;455,4
2024-10-31 11:12:02.647;198;91,08;6;5;546,48
2024-11-30 11:13:53.928;198;91,08;7;6;637,56
2024-12-31 11:11:15.186;198;91,08;8;7;728,64
2025-02-07 08:12:36.669;198;91,08;9;9;819,72
2025-02-28 11:13:10.439;198;91,08;10;9;910,8
2025-03-31 12:11:47.200;198;91,08;11;10;1001,88
2025-04-30 12:13:46.815;198;91,08;12;11;1092,96
2025-05-31 12:12:36.123;198;91,08;13;12;1184,04
2025-06-30 12:12:39.730;198;91,08;14;13;1275,12
2025-07-31 12:14:33.426;198;91,08;15;14;1366,2
2025-08-31 12:12:02.432;198;91,08;16;15;1457,28
2025-09-30 12:12:58.772;198;91,08;17;16;1548,36
2025-10-31 11:11:43.582;198;91,08;18;17;1639,44
2025-11-30 11:13:04.604;198;91,08;19;18;1730,52
2025-12-31 11:12:19.296;198;91,08;20;19;1821,6
2026-01-31 11:15:45.068;198;91,08;21;20;1912,68
2026-02-28 11:12:23.264;198;91,08;22;21;2003,76
2026-03-31 12:11:42.686;198;91,08;23;22;2094,84
2024-05-31 11:39:21.800;199;99,0;1;0;99,0
2024-06-30 12:40:30.355;199;99,0;2;1;198,0
2024-07-31 12:40:35.901;199;99,0;3;2;297,0
2024-08-31 12:42:21.736;199;99,0;4;3;396,0
2024-09-30 12:40:50.807;199;99,0;5;4;495,0
2024-10-31 11:41:10.477;199;99,0;6;5;594,0
2024-11-30 11:43:15.700;199;99,0;7;6;693,0
2024-12-31 11:40:23.478;199;99,0;8;7;792,0
2025-01-31 11:39:56.636;199;99,0;9;8;891,0
2025-02-28 12:25:05.301;199;99,0;10;9;990,0
2025-03-31 12:40:48.792;199;99,0;11;10;1089,0
2025-04-30 12:47:58.697;199;99,0;12;11;1188,0
2025-06-30 12:40:33.981;199;99,0;13;13;1287,0
2025-07-31 12:41:13.248;199;99,0;14;14;1386,0
2025-08-31 12:41:06.784;199;99,0;15;15;1485,0
2025-09-30 12:40:32.739;199;99,0;16;16;1584,0
2025-10-31 11:42:28.132;199;99,0;17;17;1683,0
2025-11-30 11:43:13.993;199;99,0;18;18;1782,0
2025-12-31 11:41:23.408;199;99,0;19;19;1881,0
2026-01-31 11:40:53.177;199;99,0;20;20;1980,0
2026-02-28 11:46:43.825;199;99,0;21;21;2079,0
2026-03-31 12:39:55.523;199;99,0;22;22;2178,0
2024-05-31 16:31:19.089;200;99,0;1;0;99,0
2024-06-30 17:32:45.979;200;99,0;2;1;198,0
2024-07-31 17:32:34.993;200;99,0;3;2;297,0
2025-03-11 09:11:23.863;200;169,0;4;10;466,0
2025-04-11 11:12:08.992;200;169,0;5;11;635,0
2025-05-11 11:12:31.678;200;169,0;6;12;804,0
2025-06-11 11:12:22.298;200;169,0;7;13;973,0
2025-07-11 11:12:11.793;200;169,0;8;14;1142,0
2024-05-31 16:45:58.484;201;990,0;1;0;990,0
2024-05-31 17:31:56.029;202;79,2;1;0;79,2
2024-06-30 18:33:31.872;202;79,2;2;1;158,4
2024-07-31 18:33:29.224;202;79,2;3;2;237,6
2024-08-31 18:34:49.146;202;79,2;4;3;316,8
2024-09-30 18:33:04.982;202;79,2;5;4;396,0
2024-10-31 17:33:12.886;202;79,2;6;5;475,2
2024-11-30 17:33:49.904;202;79,2;7;6;554,4
2024-12-31 17:32:25.530;202;79,2;8;7;633,6
2025-01-31 17:32:21.771;202;79,2;9;8;712,8
2025-02-28 17:33:18.422;202;79,2;10;9;792,0
2025-03-31 18:33:02.823;202;79,2;11;10;871,2
2025-04-30 18:33:43.313;202;79,2;12;11;950,4
2025-06-04 00:33:39.073;202;79,2;13;13;1029,6
2025-06-30 18:36:30.696;202;79,2;14;13;1108,8
2025-07-31 18:33:17.160;202;79,2;15;14;1188,0
2025-08-31 18:32:53.994;202;79,2;16;15;1267,2
2025-09-30 18:36:02.709;202;79,2;17;16;1346,4
2025-10-31 17:32:43.952;202;79,2;18;17;1425,6
2025-11-30 17:32:55.846;202;79,2;19;18;1504,8
2025-12-31 17:33:54.482;202;79,2;20;19;1584,0
2026-01-31 17:34:55.124;202;79,2;21;20;1663,2
2026-02-28 17:33:15.778;202;79,2;22;21;1742,4
2026-03-31 18:33:18.764;202;79,2;23;22;1821,6
2024-05-31 17:48:56.821;203;99,0;1;0;99,0
2024-06-30 18:50:29.658;203;99,0;2;1;198,0
2024-07-31 18:49:43.453;203;99,0;3;2;297,0
2024-08-31 18:52:13.747;203;99,0;4;3;396,0
2024-12-31 17:49:47.843;203;99,0;5;7;495,0
2024-05-31 18:30:38.619;204;99,0;1;0;99,0
2024-06-30 19:32:05.277;204;99,0;2;1;198,0
2024-07-31 19:32:44.554;204;99,0;3;2;297,0
2024-08-31 19:31:03.268;204;99,0;4;3;396,0
2024-09-30 19:31:52.979;204;99,0;5;4;495,0
2024-10-31 18:30:58.769;204;99,0;6;5;594,0
2024-11-30 18:31:54.581;204;99,0;7;6;693,0
2024-12-31 18:31:51.203;204;99,0;8;7;792,0
2025-01-31 18:31:53.554;204;99,0;9;8;891,0
2025-02-28 18:32:36.753;204;99,0;10;9;990,0
2025-03-31 19:32:09.208;204;99,0;11;10;1089,0
2025-04-30 19:31:32.010;204;99,0;12;11;1188,0
2025-05-31 19:31:12.443;204;99,0;13;12;1287,0
2025-06-30 19:31:32.853;204;99,0;14;13;1386,0
2025-07-31 19:31:41.284;204;99,0;15;14;1485,0
2025-08-31 19:31:27.845;204;99,0;16;15;1584,0
2025-09-30 19:34:06.027;204;99,0;17;16;1683,0
2025-10-31 18:31:28.338;204;99,0;18;17;1782,0
2025-11-30 18:31:20.750;204;99,0;19;18;1881,0
2025-12-31 18:34:20.890;204;99,0;20;19;1980,0
2026-01-31 18:34:24.264;204;99,0;21;20;2079,0
2026-02-28 18:36:43.990;204;99,0;22;21;2178,0
2026-03-31 19:31:32.090;204;99,0;23;22;2277,0
2024-05-31 19:02:56.697;205;99,0;1;0;99,0
2024-06-30 20:04:01.397;205;99,0;2;1;198,0
2024-07-31 20:05:31.568;205;99,0;3;2;297,0
2024-05-31 19:40:11.931;206;99,0;1;0;99,0
2024-06-30 20:42:23.938;206;99,0;2;1;198,0
2024-07-31 20:41:41.522;206;99,0;3;2;297,0
2024-08-31 20:43:32.559;206;99,0;4;3;396,0
2024-09-30 20:41:54.540;206;99,0;5;4;495,0
2024-05-31 19:58:14.722;207;990,0;1;0;990,0
2024-05-31 20:04:04.993;208;445,5;1;0;445,5
2024-11-30 18:49:31.522;208;495,0;2;6;940,5
2025-05-27 20:19:45.812;208;495,0;3;12;1435,5
2025-11-30 20:29:50.811;208;495,0;4;18;1930,5
2024-05-31 21:54:55.777;209;79,2;1;0;79,2
2024-06-30 22:56:34.420;209;79,2;2;1;158,4
2024-07-31 22:56:58.147;209;79,2;3;2;237,6
2024-05-31 22:01:55.751;210;881,1;1;0;881,1
2024-05-31 22:09:02.575;211;79,2;1;0;79,2
2024-06-30 23:09:54.924;211;79,2;2;1;158,4
2024-05-31 22:20:00.200;212;99,0;1;0;99,0
2024-06-30 23:20:57.996;212;99,0;2;1;198,0
2024-07-31 23:21:28.283;212;99,0;3;2;297,0
2024-08-31 23:22:17.933;212;99,0;4;3;396,0
2024-09-30 23:20:54.906;212;99,0;5;4;495,0
2024-10-31 22:20:44.088;212;99,0;6;5;594,0
2024-11-30 22:21:37.597;212;99,0;7;6;693,0
2024-05-31 22:25:23.090;213;99,0;1;0;99,0
2024-06-30 23:26:02.421;213;99,0;2;1;198,0
2024-07-31 23:27:31.621;213;99,0;3;2;297,0
2024-08-31 23:26:00.856;213;99,0;4;3;396,0
2024-09-30 23:26:54.948;213;99,0;5;4;495,0
2024-10-31 22:26:51.370;213;99,0;6;5;594,0
2024-11-30 22:26:25.668;213;99,0;7;6;693,0
2025-01-03 13:26:33.894;213;99,0;8;8;792,0
2025-02-04 06:26:42.556;213;99,0;9;9;891,0
2025-02-28 22:27:04.341;213;99,0;10;9;990,0
2025-03-31 23:26:20.315;213;99,0;11;10;1089,0
2025-05-06 21:52:50.994;213;99,0;12;12;1188,0
2025-05-31 23:27:15.522;213;99,0;13;12;1287,0
2025-06-30 23:29:14.714;213;99,0;14;13;1386,0
2025-07-31 23:28:10.605;213;99,0;15;14;1485,0
2025-08-31 23:26:03.332;213;99,0;16;15;1584,0
2025-09-30 23:29:01.888;213;99,0;17;16;1683,0
2025-10-31 22:27:13.388;213;99,0;18;17;1782,0
2025-12-08 15:27:59.186;213;99,0;19;19;1881,0
2025-12-31 22:26:22.658;213;99,0;20;19;1980,0
2026-01-31 22:29:50.789;213;99,0;21;20;2079,0
2024-05-31 22:39:57.057;214;99,0;1;0;99,0
2024-06-30 23:41:58.042;214;99,0;2;1;198,0
2024-07-31 23:43:06.709;214;99,0;3;2;297,0
2024-08-31 23:41:24.898;214;99,0;4;3;396,0
2024-09-30 23:41:04.461;214;99,0;5;4;495,0
2024-10-31 22:40:59.858;214;99,0;6;5;594,0
2024-11-30 22:40:44.025;214;99,0;7;6;693,0
2024-12-31 22:41:29.625;214;99,0;8;7;792,0
2025-01-31 22:40:38.758;214;99,0;9;8;891,0
2025-02-28 22:41:05.855;214;99,0;10;9;990,0
2025-03-31 23:40:25.714;214;99,0;11;10;1089,0
2025-04-30 23:41:21.558;214;99,0;12;11;1188,0
2025-05-31 23:41:29.358;214;99,0;13;12;1287,0
2025-06-30 23:41:16.323;214;99,0;14;13;1386,0
2025-07-31 23:41:13.013;214;99,0;15;14;1485,0
2025-08-31 23:41:01.896;214;99,0;16;15;1584,0
2024-05-31 22:43:10.322;215;910,8;1;0;910,8
2025-05-27 22:28:13.470;215;891,0;2;12;1801,8
2024-05-31 23:04:22.771;216;99,0;1;0;99,0
2024-05-31 23:14:15.919;217;99,0;1;0;99,0
2024-07-01 00:16:13.597;217;99,0;2;2;198,0
2024-08-01 00:15:09.053;217;99,0;3;3;297,0
2024-09-01 00:16:15.228;217;99,0;4;4;396,0
2024-10-01 00:14:32.478;217;99,0;5;5;495,0
2024-10-31 23:15:30.407;217;99,0;6;5;594,0
2024-11-30 23:15:23.058;217;99,0;7;6;693,0
2024-12-31 23:15:28.620;217;99,0;8;7;792,0
2025-01-31 23:15:43.738;217;99,0;9;8;891,0
2025-02-28 23:15:29.415;217;99,0;10;9;990,0
2025-04-01 00:16:04.649;217;99,0;11;11;1089,0
2025-05-01 00:15:33.650;217;99,0;12;12;1188,0
2025-06-01 00:14:50.886;217;99,0;13;13;1287,0
2025-07-01 00:16:50.615;217;99,0;14;14;1386,0
2025-08-01 00:15:14.760;217;99,0;15;15;1485,0
2025-09-01 00:14:43.381;217;99,0;16;16;1584,0
2025-10-01 00:15:04.408;217;99,0;17;17;1683,0
2025-10-31 23:15:25.756;217;99,0;18;17;1782,0
2025-11-30 23:15:52.582;217;99,0;19;18;1881,0
2025-12-31 23:16:03.524;217;99,0;20;19;1980,0
2026-01-31 23:17:14.215;217;99,0;21;20;2079,0
2026-02-28 23:18:23.320;217;99,0;22;21;2178,0
2024-05-31 23:58:30.518;218;495,0;1;0;495,0
2024-06-01 21:35:21.193;219;99,0;1;0;99,0
2024-07-01 22:35:33.140;219;99,0;2;1;198,0
2024-08-01 22:38:13.843;219;99,0;3;2;297,0
2024-09-01 22:37:41.565;219;99,0;4;3;396,0
2024-10-01 22:47:13.702;219;99,0;5;4;495,0
2024-11-01 21:38:20.579;219;99,0;6;5;594,0
2024-12-01 21:35:56.466;219;99,0;7;6;693,0
2025-01-01 21:38:52.734;219;99,0;8;7;792,0
2025-02-01 21:35:56.284;219;99,0;9;8;891,0
2025-03-01 21:36:52.637;219;99,0;10;9;990,0
2025-04-01 22:36:41.774;219;99,0;11;10;1089,0
2025-05-01 22:37:25.055;219;99,0;12;11;1188,0
2025-06-01 22:36:02.594;219;99,0;13;12;1287,0
2025-07-01 22:36:40.647;219;99,0;14;13;1386,0
2025-08-01 22:36:43.852;219;99,0;15;14;1485,0
2025-09-01 22:37:35.935;219;99,0;16;15;1584,0
2025-10-01 22:37:09.072;219;99,0;17;16;1683,0
2025-11-01 21:36:16.713;219;99,0;18;17;1782,0
2025-12-16 14:36:57.174;219;99,0;19;18;1881,0
2026-01-01 21:36:08.236;219;99,0;20;19;1980,0
2024-06-04 21:31:10.852;220;99,0;1;0;99,0
2024-07-04 22:31:52.356;220;99,0;2;1;198,0
2024-08-04 22:33:22.877;220;99,0;3;2;297,0
2024-09-04 22:32:35.855;220;99,0;4;3;396,0
2024-10-04 22:31:33.052;220;99,0;5;4;495,0
2024-11-04 21:31:54.899;220;99,0;6;5;594,0
2024-12-04 21:32:35.924;220;99,0;7;6;693,0
2025-01-04 21:32:17.423;220;99,0;8;7;792,0
2025-02-04 21:32:32.797;220;99,0;9;8;891,0
2025-03-04 21:31:27.144;220;99,0;10;9;990,0
2025-04-04 22:32:51.260;220;99,0;11;10;1089,0
2025-05-04 22:31:48.197;220;99,0;12;11;1188,0
2025-06-04 22:32:16.521;220;99,0;13;12;1287,0
2025-07-04 22:32:39.149;220;99,0;14;13;1386,0
2025-11-04 21:31:55.514;220;99,0;15;17;1485,0
2025-12-04 21:32:49.681;220;99,0;16;18;1584,0
2026-01-04 21:32:34.310;220;99,0;17;19;1683,0
2026-02-04 21:40:25.084;220;99,0;18;20;1782,0
2026-03-04 21:32:46.509;220;99,0;19;21;1881,0
2024-06-14 13:58:55.211;221;990,0;1;0;990,0
2025-06-14 15:00:30.416;221;990,0;2;12;1980,0
2024-06-19 20:37:55.098;222;1490,0;1;0;1490,0
2025-06-08 20:52:04.966;222;1099,0;2;12;2589,0
2024-06-19 20:52:43.654;223;1490,0;1;0;1490,0
2024-06-20 21:39:25.249;224;1490,0;1;0;1490,0
2025-06-20 16:17:34.764;224;1192,0;2;12;2682,0
2024-09-01 16:09:28.369;225;169,0;1;0;169,0
2024-09-01 16:15:44.775;226;69,0;1;0;69,0
2024-11-01 17:33:07.503;226;69,0;2;2;138,0
2024-12-01 16:37:35.505;226;69,0;3;3;207,0
2025-01-04 09:36:51.525;226;69,0;4;4;276,0
2025-02-04 07:52:11.163;226;69,0;5;5;345,0
2025-03-04 07:33:51.774;226;69,0;6;6;414,0
2025-04-01 17:32:47.927;226;69,0;7;7;483,0
2025-05-01 17:40:29.959;226;69,0;8;8;552,0
2025-06-01 17:36:50.293;226;69,0;9;9;621,0
2025-08-01 17:32:44.764;226;69,0;10;11;690,0
2025-09-01 17:21:42.698;226;69,0;11;12;759,0
2024-09-01 16:47:25.957;227;1799,0;1;0;1799,0
2024-09-01 16:55:48.031;228;169,0;1;0;169,0
2024-10-01 18:04:05.412;228;169,0;2;1;338,0
2024-11-01 17:38:25.034;228;169,0;3;2;507,0
2024-12-01 17:03:18.760;228;169,0;4;3;676,0
2025-01-04 09:05:07.071;228;169,0;5;4;845,0
2024-09-01 17:16:54.747;229;135,2;1;0;135,2
2024-10-01 18:24:30.763;229;135,2;2;1;270,4
2024-11-01 17:41:48.362;229;135,2;3;2;405,6
2024-12-01 17:31:59.394;229;135,2;4;3;540,8
2025-01-01 17:24:06.690;229;135,2;5;4;676,0
2025-02-01 17:19:28.418;229;135,2;6;5;811,2
2025-03-01 17:23:38.664;229;135,2;7;6;946,4
2025-04-01 18:34:21.214;229;135,2;8;7;1081,6
2024-09-01 17:50:55.790;230;169,0;1;0;169,0
2024-10-01 19:05:17.836;230;169,0;2;1;338,0
2024-11-01 18:15:01.259;230;169,0;3;2;507,0
2024-12-01 17:57:05.889;230;169,0;4;3;676,0
2025-01-01 18:08:09.447;230;169,0;5;4;845,0
2025-02-01 17:57:48.506;230;169,0;6;5;1014,0
2025-03-01 18:04:22.392;230;169,0;7;6;1183,0
2025-04-01 18:56:48.713;230;169,0;8;7;1352,0
2025-05-01 19:00:20.269;230;169,0;9;8;1521,0
2025-06-01 18:53:03.455;230;169,0;10;9;1690,0
2025-07-01 18:58:49.049;230;169,0;11;10;1859,0
2024-09-01 19:50:30.848;231;169,0;1;0;169,0
2024-10-01 21:00:44.251;231;169,0;2;1;338,0
2024-11-01 19:53:37.859;231;169,0;3;2;507,0
2024-12-01 19:52:04.333;231;169,0;4;3;676,0
2025-01-01 20:04:45.426;231;169,0;5;4;845,0
2025-02-01 19:51:51.477;231;169,0;6;5;1014,0
2024-09-01 20:35:07.484;232;169,0;1;0;169,0
2024-10-01 21:38:17.311;232;169,0;2;1;338,0
2024-09-01 21:28:24.535;233;169,0;1;0;169,0
2024-10-01 22:41:00.430;233;169,0;2;1;338,0
2024-11-01 21:29:36.635;233;169,0;3;2;507,0
2025-03-16 09:59:59.015;233;169,0;4;6;676,0
2025-04-16 12:01:15.544;233;169,0;5;7;845,0
2025-05-16 12:01:24.561;233;169,0;6;8;1014,0
2025-06-16 12:01:09.575;233;169,0;7;9;1183,0
2025-07-16 12:04:20.276;233;169,0;8;10;1352,0
2025-08-16 12:01:11.212;233;169,0;9;11;1521,0
2025-09-16 12:03:53.707;233;169,0;10;12;1690,0
2025-10-16 12:00:20.088;233;169,0;11;13;1859,0
2025-11-16 11:04:02.305;233;169,0;12;14;2028,0
2025-12-16 11:01:34.250;233;169,0;13;15;2197,0
2026-01-16 11:01:14.216;233;169,0;14;16;2366,0
2026-02-16 11:13:45.427;233;169,0;15;17;2535,0
2026-03-16 11:01:33.546;233;169,0;16;18;2704,0
2024-09-02 09:21:39.696;234;990,0;1;0;990,0
2024-09-02 16:56:04.681;235;169,0;1;0;169,0
2024-10-02 17:57:47.196;235;169,0;2;1;338,0
2024-11-02 16:56:51.312;235;169,0;3;2;507,0
2024-09-02 18:00:18.775;236;169,0;1;0;169,0
2024-10-02 19:01:57.594;236;169,0;2;1;338,0
2024-11-02 18:01:42.116;236;169,0;3;2;507,0
2024-09-02 19:02:10.825;237;169,0;1;0;169,0
2024-10-02 20:04:03.381;237;169,0;2;1;338,0
2024-11-02 19:04:01.824;237;169,0;3;2;507,0
2024-12-02 19:03:24.361;237;169,0;4;3;676,0
2025-01-02 19:02:35.487;237;169,0;5;4;845,0
2025-02-02 19:02:52.369;237;169,0;6;5;1014,0
2025-03-02 19:03:26.348;237;169,0;7;6;1183,0
2025-04-02 20:02:48.179;237;169,0;8;7;1352,0
